# index, _pos
5004,"array([13.11760127,  7.4579185 ])"
5005,"array([13.11729487,  7.45836108])"
5006,"array([13.12062178,  7.45985254])"
5007,"array([13.11752331,  7.45774477])"
5008,"array([13.12236633,  7.45858348])"
5009,"array([13.11739608,  7.45843168])"
5010,"array([13.12230308,  7.45788892])"
5011,"array([13.12246278,  7.45280099])"
5012,"array([13.12409916,  7.45777536])"
5013,"array([13.12221823,  7.45289032])"
5014,"array([13.12233079,  7.45282884])"
5015,"array([13.1241407 ,  7.45448414])"
5016,"array([13.1176582 ,  7.45647399])"
5017,"array([13.12841966,  7.46440206])"
5018,"array([13.12694308,  7.46123245])"
5019,"array([13.1274183 ,  7.46353478])"
5020,"array([13.11715408,  7.45929278])"
5021,"array([13.12372703,  7.46218741])"
5022,"array([13.12500963,  7.4623037 ])"
5023,"array([13.12353065,  7.45981844])"
5024,"array([13.1202715 ,  7.45976123])"
5025,"array([13.11929653,  7.4580941 ])"
5026,"array([13.11921295,  7.45810368])"
5027,"array([13.123186  ,  7.46130444])"
5028,"array([13.11975027,  7.45711136])"
5029,"array([13.1217868 ,  7.45626332])"
5030,"array([13.12188191,  7.45593811])"
5031,"array([13.12085753,  7.45516175])"
5032,"array([13.12084624,  7.45662329])"
5033,"array([13.12390533,  7.454833  ])"
5034,"array([13.12140911,  7.45672846])"
5035,"array([13.12471284,  7.45662136])"
5036,"array([13.12026129,  7.4549985 ])"
5037,"array([13.12015471,  7.45520409])"
5038,"array([13.12086931,  7.45476572])"
5039,"array([13.11969639,  7.45478693])"
5040,"array([13.1271898 ,  7.45887154])"
5041,"array([13.12404826,  7.45462303])"
5042,"array([13.12458932,  7.455797  ])"
5043,"array([13.12438804,  7.45467122])"
5044,"array([13.12290336,  7.45770123])"
5045,"array([13.12247474,  7.45996165])"
5046,"array([13.1212847 ,  7.46049656])"
5047,"array([13.11965079,  7.46142496])"
5048,"array([13.11968167,  7.45467427])"
5049,"array([13.11966041,  7.45911228])"
5050,"array([13.12137786,  7.46135512])"
5051,"array([13.11998749,  7.45727977])"
5052,"array([13.11737696,  7.46027907])"
5053,"array([13.12369958,  7.45785168])"
5054,"array([13.11753324,  7.46051505])"
5055,"array([13.11863311,  7.45739994])"
5056,"array([13.11875184,  7.45658016])"
5057,"array([13.12433885,  7.45896231])"
5058,"array([13.12207077,  7.45835347])"
5059,"array([13.12079892,  7.45796144])"
5060,"array([13.12338754,  7.45893607])"
5061,"array([13.12462625,  7.46046806])"
5062,"array([13.12536237,  7.45460611])"
5063,"array([13.1176695 ,  7.45927222])"
5064,"array([13.12151497,  7.4553123 ])"
5065,"array([13.12027299,  7.45918715])"
5066,"array([13.12059093,  7.45540128])"
5067,"array([13.12074464,  7.45575779])"
5068,"array([13.12296459,  7.45642058])"
5069,"array([13.12540886,  7.46778239])"
5070,"array([13.11992546,  7.45874279])"
5071,"array([13.11690589,  7.45958273])"
5072,"array([13.11891541,  7.46097057])"
5073,"array([13.12619763,  7.46203413])"
5074,"array([13.12089818,  7.46046718])"
5075,"array([13.12369708,  7.46021605])"
5076,"array([13.12353919,  7.45613958])"
5077,"array([13.12440553,  7.46038725])"
5078,"array([13.12261281,  7.45411888])"
5079,"array([13.12060862,  7.45519905])"
5080,"array([13.12078758,  7.45468938])"
5081,"array([13.11970343,  7.4578615 ])"
5082,"array([13.12688327,  7.45777732])"
5083,"array([13.11872694,  7.46002212])"
5084,"array([13.12678689,  7.46502761])"
5085,"array([13.119397  ,  7.45683927])"
5086,"array([13.12511781,  7.4621859 ])"
5087,"array([13.12087122,  7.46323879])"
5088,"array([13.12381048,  7.46111484])"
5089,"array([13.11764859,  7.46116765])"
5090,"array([13.12537957,  7.45996394])"
5091,"array([13.11896281,  7.4563496 ])"
5092,"array([13.11871784,  7.45686271])"
5093,"array([13.12415097,  7.46106405])"
5094,"array([13.12319573,  7.46571769])"
5095,"array([13.12014918,  7.45535699])"
5096,"array([13.11706374,  7.46155743])"
5097,"array([13.12370372,  7.46066079])"
5098,"array([13.12324514,  7.46696358])"
5099,"array([13.12329007,  7.46477278])"
5100,"array([13.12225936,  7.4633714 ])"
5101,"array([13.12592096,  7.46330681])"
5102,"array([13.12838645,  7.45641196])"
5103,"array([13.06546967,  7.45438058])"
5104,"array([13.06628757,  7.45471785])"
5105,"array([13.06604436,  7.45413482])"
5106,"array([13.06570777,  7.45495245])"
5107,"array([13.12267554,  7.4509953 ])"
5108,"array([13.12354409,  7.45639387])"
5109,"array([13.12232561,  7.45100786])"
5110,"array([13.12249648,  7.45104422])"
5111,"array([13.1196962 ,  7.46065672])"
5112,"array([13.12314192,  7.46167318])"
5113,"array([13.12346194,  7.45834723])"
5114,"array([13.12157936,  7.46284311])"
5115,"array([13.12263311,  7.45379024])"
5116,"array([13.12579546,  7.46479426])"
5117,"array([13.12055444,  7.4616095 ])"
5118,"array([13.11839057,  7.46167615])"
5119,"array([13.12495597,  7.45203534])"
5120,"array([13.11995713,  7.45578978])"
5121,"array([13.12175856,  7.45892401])"
5122,"array([13.12429722,  7.45918573])"
5123,"array([13.13034474,  7.45704673])"
5124,"array([13.11923735,  7.45182742])"
5125,"array([13.12415854,  7.45403208])"
5126,"array([13.12368203,  7.45258394])"
5127,"array([13.13075738,  7.45896236])"
5128,"array([13.1251195 ,  7.46380791])"
5129,"array([13.1252735 ,  7.46343249])"
5130,"array([13.11985729,  7.4552852 ])"
5131,"array([13.12775471,  7.45819928])"
5132,"array([13.12617245,  7.46289634])"
5133,"array([13.1259774 ,  7.45471795])"
5134,"array([13.12132718,  7.46265015])"
5135,"array([13.12147436,  7.46232958])"
5136,"array([13.11935005,  7.46301635])"
5137,"array([13.12596343,  7.46407951])"
5138,"array([13.12198431,  7.46252933])"
5139,"array([13.1275398 ,  7.46314787])"
5140,"array([13.12413185,  7.46763867])"
5141,"array([13.12612478,  7.46340133])"
5142,"array([13.12586003,  7.46227861])"
5143,"array([13.12481993,  7.46348106])"
5144,"array([13.12431125,  7.46384014])"
5145,"array([13.12345181,  7.46293506])"
5146,"array([13.1234135 ,  7.46251461])"
5147,"array([13.12340904,  7.46216185])"
5148,"array([13.12314097,  7.46083003])"
5149,"array([13.12121981,  7.46292155])"
5150,"array([13.12174101,  7.46314837])"
5151,"array([13.12682508,  7.46513098])"
5152,"array([13.12677683,  7.46398796])"
5153,"array([13.12689109,  7.4605832 ])"
5154,"array([13.1274079 ,  7.46492878])"
5155,"array([13.11984874,  7.4629365 ])"
5156,"array([13.11958607,  7.46276153])"
5157,"array([13.119334  ,  7.46201988])"
5158,"array([13.12450375,  7.46090078])"
5159,"array([13.11964589,  7.46494233])"
5160,"array([13.11929297,  7.46433498])"
5161,"array([13.1192983 ,  7.46443274])"
5162,"array([13.11982741,  7.46471909])"
5163,"array([13.12005332,  7.46026373])"
5164,"array([13.11874176,  7.46083491])"
5165,"array([13.12278448,  7.45997343])"
5166,"array([13.12242547,  7.46219283])"
5167,"array([13.12193647,  7.46099161])"
5168,"array([13.11753863,  7.46096901])"
5169,"array([13.11761566,  7.46105646])"
5170,"array([13.12612395,  7.46416118])"
5171,"array([13.12758451,  7.46306611])"
5172,"array([13.12702317,  7.46377279])"
5173,"array([13.12359721,  7.46084199])"
5174,"array([13.1295297 ,  7.46160587])"
5175,"array([13.12947264,  7.46191137])"
5176,"array([13.12799442,  7.46414881])"
5177,"array([13.12793102,  7.46424249])"
5178,"array([13.12774616,  7.46455544])"
5179,"array([13.12629991,  7.46300633])"
5180,"array([13.12540473,  7.46692466])"
5181,"array([13.12243228,  7.46658733])"
5182,"array([13.12470087,  7.46643577])"
5183,"array([13.12529867,  7.46699494])"
5184,"array([13.12501767,  7.4613775 ])"
5185,"array([13.12262049,  7.46562858])"
5186,"array([13.12251635,  7.46585492])"
5187,"array([13.1227207 ,  7.46568529])"
5188,"array([13.12129016,  7.46216462])"
5189,"array([13.1266299 ,  7.46428236])"
5190,"array([13.12258725,  7.46307107])"
5191,"array([13.12611412,  7.46456334])"
5192,"array([13.1249887 ,  7.46166798])"
5193,"array([13.12451907,  7.46586299])"
5194,"array([13.125931  ,  7.46764686])"
5195,"array([13.12600125,  7.46751532])"
5196,"array([13.12411739,  7.46037421])"
5197,"array([13.12310941,  7.4626893 ])"
5198,"array([13.12009843,  7.46097378])"
5199,"array([13.12149574,  7.45902495])"
5200,"array([13.12419703,  7.4601477 ])"
5201,"array([13.12050689,  7.46143141])"
5202,"array([13.1251479,  7.464201 ])"
5203,"array([13.12462258,  7.46062815])"
5204,"array([13.12520856,  7.4654922 ])"
5205,"array([13.1227455 ,  7.46295086])"
5206,"array([13.12371714,  7.46442758])"
5207,"array([13.12203989,  7.46761964])"
5208,"array([13.12250953,  7.46264819])"
5209,"array([13.12002972,  7.46074761])"
5210,"array([13.12043706,  7.46164192])"
5211,"array([13.12027353,  7.46102425])"
5212,"array([13.12491825,  7.46158451])"
5213,"array([13.12491885,  7.45982943])"
5214,"array([13.1204949 ,  7.46263273])"
5215,"array([13.12020933,  7.46088724])"
5216,"array([13.11996422,  7.46069813])"
5217,"array([13.12189657,  7.45920452])"
5218,"array([13.12034881,  7.46158875])"
5219,"array([13.12076662,  7.46133796])"
5220,"array([13.12008793,  7.46044336])"
5221,"array([13.12169869,  7.45994013])"
5222,"array([13.11789289,  7.46232173])"
5223,"array([13.11780784,  7.46254701])"
5224,"array([13.12058701,  7.46317812])"
5225,"array([13.11796164,  7.46265822])"
5226,"array([13.11787247,  7.46247259])"
5227,"array([13.11952302,  7.46248523])"
5228,"array([13.11775405,  7.46246093])"
5229,"array([13.11791173,  7.46280573])"
5230,"array([13.11785634,  7.46262977])"
5231,"array([13.11847867,  7.46301232])"
5232,"array([13.1240574 ,  7.46269967])"
5233,"array([13.12363335,  7.46024902])"
5234,"array([13.12197866,  7.46145447])"
5235,"array([13.12293249,  7.46064761])"
5236,"array([13.12493555,  7.46585109])"
5237,"array([13.12518334,  7.46221711])"
5238,"array([13.12606355,  7.4632108 ])"
5239,"array([13.12058739,  7.46401755])"
5240,"array([13.1200982,  7.4651469])"
5241,"array([13.11869361,  7.46226607])"
5242,"array([13.128547  ,  7.46548112])"
5243,"array([13.12824481,  7.46532857])"
5244,"array([13.12816781,  7.46555479])"
5245,"array([13.12172692,  7.46656886])"
5246,"array([13.12185589,  7.46673542])"
5247,"array([13.12371945,  7.46192142])"
5248,"array([13.1216532 ,  7.46664946])"
5249,"array([13.12358211,  7.46280274])"
5250,"array([13.12170349,  7.46091357])"
5251,"array([13.1261676,  7.4644076])"
5252,"array([13.12204296,  7.46555139])"
5253,"array([13.12173998,  7.46549222])"
5254,"array([13.12128639,  7.46546248])"
5255,"array([13.1218098 ,  7.46408724])"
5256,"array([13.12593128,  7.46053005])"
5257,"array([13.12156928,  7.45700758])"
5258,"array([13.12786715,  7.4629286 ])"
5259,"array([13.12572338,  7.46286049])"
5260,"array([13.12789654,  7.46285818])"
5261,"array([13.12709577,  7.46148219])"
5262,"array([13.1273234 ,  7.46280173])"
5263,"array([13.12723973,  7.46256885])"
5264,"array([13.12795898,  7.46277387])"
5265,"array([13.12804563,  7.46293518])"
5266,"array([13.12888757,  7.46397615])"
5267,"array([13.12856981,  7.46409651])"
5268,"array([13.12855919,  7.46427431])"
5269,"array([13.12851887,  7.46418078])"
5270,"array([13.12577736,  7.46308084])"
5271,"array([13.12873514,  7.45787285])"
5272,"array([13.12377963,  7.46304684])"
5273,"array([13.12478092,  7.46472382])"
5274,"array([13.12947367,  7.45456081])"
5275,"array([13.12051184,  7.46167677])"
5276,"array([13.12173978,  7.46234966])"
5277,"array([13.12158586,  7.45253692])"
5278,"array([13.18273462,  7.46823842])"
5279,"array([13.12765904,  7.46095569])"
5280,"array([13.12908874,  7.45802503])"
5281,"array([13.12791508,  7.46247518])"
5282,"array([13.12887673,  7.46376549])"
5283,"array([13.12401306,  7.46106741])"
5284,"array([13.12555015,  7.46549439])"
5285,"array([13.12683989,  7.46211871])"
5286,"array([13.12178092,  7.46504546])"
5287,"array([13.12961822,  7.46704886])"
5288,"array([13.13425022,  7.46487991])"
5289,"array([13.12756612,  7.45927642])"
5290,"array([13.12322341,  7.46011893])"
5291,"array([13.12809848,  7.45949383])"
5292,"array([13.12511922,  7.46234995])"
5293,"array([13.1203612,  7.4572445])"
5294,"array([13.11872125,  7.46074537])"
5295,"array([13.12802096,  7.46066347])"
5296,"array([13.11857892,  7.45908654])"
5297,"array([13.12774667,  7.45809573])"
5298,"array([13.11946334,  7.45989129])"
5299,"array([13.12448448,  7.45504776])"
5300,"array([13.12452614,  7.45363834])"
5301,"array([13.12609894,  7.45579681])"
5302,"array([13.12027151,  7.45463367])"
5303,"array([13.13133708,  7.46106401])"
5304,"array([13.12083247,  7.45919407])"
5305,"array([13.12540722,  7.45958263])"
5306,"array([13.12003916,  7.45735503])"
5307,"array([13.12586892,  7.46538843])"
5308,"array([13.11839721,  7.4645146 ])"
5309,"array([13.12636856,  7.45499983])"
5310,"array([13.12170242,  7.46457371])"
5311,"array([13.11814928,  7.45877356])"
5312,"array([13.12777281,  7.46159897])"
5313,"array([13.12775357,  7.46071617])"
5314,"array([13.12821407,  7.45995564])"
5315,"array([13.12679425,  7.45990969])"
5316,"array([13.12215026,  7.46078278])"
5317,"array([13.12726839,  7.46375411])"
5318,"array([13.12397725,  7.45442365])"
5319,"array([13.12417221,  7.45438522])"
5320,"array([13.12000902,  7.45224104])"
5321,"array([13.12809276,  7.46455561])"
5322,"array([13.12723024,  7.45556764])"
5323,"array([13.12556598,  7.46306694])"
5324,"array([13.12484819,  7.46692254])"
5325,"array([13.12011692,  7.46141624])"
5326,"array([13.12067559,  7.46305299])"
5327,"array([13.12626853,  7.46313903])"
5328,"array([13.12638508,  7.46656577])"
5329,"array([13.12131781,  7.4639127 ])"
5330,"array([13.12093547,  7.4668273 ])"
5331,"array([13.12272472,  7.46155835])"
5332,"array([13.12034746,  7.46300909])"
5333,"array([13.10087174,  7.51446673])"
5334,"array([13.12342196,  7.4630111 ])"
5335,"array([13.12769106,  7.46375424])"
5336,"array([13.12948975,  7.46321318])"
5337,"array([13.12612404,  7.46359007])"
5338,"array([13.12546439,  7.45936816])"
5339,"array([13.126279 ,  7.4621833])"
5340,"array([13.12552293,  7.46217899])"
5341,"array([13.12876972,  7.46301202])"
5342,"array([13.12501012,  7.46263178])"
5343,"array([13.1210435 ,  7.46238002])"
5344,"array([13.1255979 ,  7.46569246])"
5345,"array([13.1280234 ,  7.45893689])"
5346,"array([13.12717465,  7.46644941])"
5347,"array([13.12573645,  7.45800005])"
5348,"array([13.11980348,  7.46767427])"
5349,"array([13.12103216,  7.46097224])"
5350,"array([13.1269618 ,  7.46297339])"
5351,"array([13.1188136 ,  7.45438292])"
5352,"array([13.12436841,  7.45515552])"
5353,"array([13.11912167,  7.45662988])"
5354,"array([13.1250549 ,  7.46507536])"
5355,"array([13.11752507,  7.45470552])"
5356,"array([13.12014342,  7.45776284])"
5357,"array([13.12244195,  7.45179261])"
5358,"array([13.12146404,  7.45440141])"
5359,"array([13.12397838,  7.45961967])"
5360,"array([13.12519845,  7.45776113])"
5361,"array([13.12799164,  7.4568484 ])"
5362,"array([13.12202262,  7.45568402])"
5363,"array([13.12295115,  7.4551122 ])"
5364,"array([13.12690692,  7.4621639 ])"
5365,"array([13.11935797,  7.45630669])"
5366,"array([13.127727  ,  7.46103213])"
5367,"array([13.12606002,  7.45852017])"
5368,"array([13.12544291,  7.46255505])"
5369,"array([13.12687485,  7.46092384])"
5370,"array([13.12622012,  7.45962515])"
5371,"array([13.12378269,  7.45975771])"
5372,"array([13.12537236,  7.45942493])"
5373,"array([13.12298248,  7.46004812])"
5374,"array([13.1234244 ,  7.45828989])"
5375,"array([13.12078304,  7.45838335])"
5376,"array([13.12303564,  7.45621179])"
5377,"array([13.12220265,  7.45792095])"
5378,"array([13.12215108,  7.45688842])"
5379,"array([13.12282309,  7.45843476])"
5380,"array([13.1226918,  7.4548791])"
5381,"array([13.12879386,  7.45875442])"
5382,"array([13.12455131,  7.46389875])"
5383,"array([13.12466166,  7.46411318])"
5384,"array([13.12245402,  7.46305104])"
5385,"array([13.12495378,  7.46410686])"
5386,"array([13.12667301,  7.464817  ])"
5387,"array([13.12498973,  7.46147556])"
5388,"array([13.12214926,  7.45599613])"
5389,"array([13.12834567,  7.46282767])"
5390,"array([13.11878228,  7.45870109])"
5391,"array([13.11897609,  7.4565923 ])"
5392,"array([13.12042516,  7.46023737])"
5393,"array([13.12191818,  7.45836101])"
5394,"array([13.11885243,  7.459616  ])"
5395,"array([13.1191959,  7.4632034])"
5396,"array([13.11974876,  7.46218069])"
5397,"array([13.11917955,  7.46312149])"
5398,"array([13.12389576,  7.46406005])"
5399,"array([13.12153002,  7.46227293])"
5400,"array([13.11684767,  7.4597732 ])"
5401,"array([13.1296498 ,  7.46007546])"
5402,"array([13.1236751,  7.4580762])"
5403,"array([13.12108567,  7.46208285])"
5404,"array([13.12095107,  7.46609074])"
5405,"array([13.1269077 ,  7.46660667])"
5406,"array([13.12409718,  7.46654825])"
5407,"array([13.12077829,  7.46209019])"
5408,"array([13.12099124,  7.46359643])"
5409,"array([13.12356295,  7.46256521])"
5410,"array([13.12057756,  7.45996415])"
5411,"array([13.12578436,  7.45998714])"
5412,"array([13.12645753,  7.45910287])"
5413,"array([13.12470956,  7.46045495])"
5414,"array([13.12494805,  7.45923727])"
5415,"array([13.12585844,  7.46272495])"
5416,"array([13.12200342,  7.46217427])"
5417,"array([13.12358191,  7.46183554])"
5418,"array([13.12721235,  7.45979549])"
5419,"array([13.12659238,  7.46306584])"
5420,"array([13.12068768,  7.46036778])"
5421,"array([13.12553584,  7.46602926])"
5422,"array([13.11977293,  7.45798971])"
5423,"array([13.11948195,  7.45935096])"
5424,"array([13.1222167 ,  7.45672238])"
5425,"array([13.11819149,  7.46155597])"
5426,"array([13.12729266,  7.46074621])"
5427,"array([13.12825156,  7.46153627])"
5428,"array([13.12341786,  7.4588662 ])"
5429,"array([13.12532308,  7.45975739])"
5430,"array([13.12084138,  7.4592777 ])"
5431,"array([13.12734212,  7.46501232])"
5432,"array([13.11698013,  7.45600399])"
5433,"array([13.11995429,  7.45978886])"
5434,"array([13.12503168,  7.46318398])"
5435,"array([13.12460933,  7.4632141 ])"
5436,"array([13.12874684,  7.46371397])"
5437,"array([13.11986565,  7.46068239])"
5438,"array([13.11773501,  7.46145916])"
5439,"array([13.12375655,  7.45683358])"
5440,"array([13.13254377,  7.46312179])"
5441,"array([13.12084481,  7.46308442])"
5442,"array([13.12127586,  7.4637429 ])"
5443,"array([13.11896204,  7.46506892])"
5444,"array([13.11607022,  7.45952903])"
5445,"array([13.12771032,  7.46078731])"
5446,"array([13.13253444,  7.45859498])"
5447,"array([13.12833695,  7.45742066])"
