# index, meta, _pos
3877,1136639,"array([-10.80188281,  -2.56100308])"
3878,26311,"array([-10.82421354,  -2.55142318])"
3879,1104368,"array([-10.87395929,  -2.51237395])"
3880,231703,"array([-10.80043977,  -2.55237342])"
3881,327795,"array([-10.79621716,  -2.54758448])"
3882,60738,"array([-10.80343313,  -2.55076989])"
3883,1128612,"array([-10.82932391,  -2.56886105])"
3884,215637,"array([-10.83002422,  -2.56512099])"
3885,1154258,"array([-10.81002609,  -2.55428569])"
3886,1154701,"array([-10.81053355,  -2.55528005])"
3887,1106707,"array([-10.87757769,  -2.52826464])"
3888,510501,"array([-10.83832009,  -2.56705973])"
3889,30373,"array([-10.82947931,  -2.56738998])"
3890,798379,"array([-10.86411096,  -2.54163936])"
3891,753243,"array([-10.86751931,  -2.5479989 ])"
3892,522855,"array([-10.81007977,  -2.55621408])"
3893,26009,"array([-10.8103595 ,  -2.55595064])"
3894,154319,"array([-10.84461178,  -2.51201673])"
3895,1124555,"array([-10.80512728,  -2.5460092 ])"
3896,3322,"array([-10.80407354,  -2.54546515])"
3897,1138619,"array([-10.77825846,  -2.55102805])"
3898,814836,"array([-10.78843651,  -2.54917447])"
3899,62,"array([-10.80991884,  -2.54970753])"
3900,60,"array([-10.80665917,  -2.55096108])"
3901,67896,"array([-10.84601749,  -2.51739031])"
3902,7661,"array([-10.84755957,  -2.51096896])"
3903,688142,"array([-10.8157033 ,  -2.55288927])"
3904,63061,"array([-10.8063976 ,  -2.55657898])"
3905,84107,"array([-10.81704678,  -2.55562895])"
3906,1135945,"array([-10.8686325 ,  -2.57789143])"
3907,752410,"array([-10.86978353,  -2.57785054])"
3908,262331,"array([-10.86501126,  -2.53026603])"
3909,11632,"array([-10.86774379,  -2.52355981])"
3910,75608,"array([-10.83113666,  -2.50322132])"
3911,33255,"array([-10.83250859,  -2.49657865])"
3912,1106266,"array([-10.8969664 ,  -2.52365244])"
3913,75969,"array([-10.8872997,  -2.5269298])"
3914,153,"array([-10.82580851,  -2.54614861])"
3915,553132,"array([-10.85508893,  -2.52069155])"
3916,13186,"array([-10.85845642,  -2.52916867])"
3917,373304,"array([-10.84756767,  -2.5223612 ])"
3918,34299,"array([-10.84037756,  -2.53250903])"
3919,95422,"array([-10.86481843,  -2.53087441])"
3920,169217,"array([-10.86609309,  -2.56803542])"
3921,72144,"array([-10.86361574,  -2.56796651])"
3922,224406,"array([-10.82299589,  -2.55393635])"
3923,20144,"array([-10.82660613,  -2.55492938])"
3924,1105489,"array([-10.81668993,  -2.53999509])"
3925,669575,"array([-10.81825408,  -2.56419859])"
3926,669230,"array([-10.82038433,  -2.56473036])"
3927,684531,"array([-10.88311293,  -2.54152723])"
3928,769483,"array([-10.81140808,  -2.56014686])"
3929,76329,"array([-10.81045801,  -2.55839538])"
3930,1152398,"array([-10.86280384,  -2.55371491])"
3931,123683,"array([-10.86148529,  -2.5569307 ])"
3932,1153472,"array([-10.83144784,  -2.5302514 ])"
3933,10642,"array([-10.80670258,  -2.53332479])"
3934,90436,"array([-10.80158345,  -2.52725918])"
3935,887854,"array([-10.80732697,  -2.54528132])"
3936,5502,"array([-10.79931386,  -2.54508514])"
3937,122570,"array([-10.81190799,  -2.58654987])"
3938,199110,"array([-10.81383405,  -2.5885194 ])"
3939,40610,"array([-10.80947395,  -2.55338323])"
3940,50442,"array([-10.82449053,  -2.57072065])"
3941,455659,"array([-10.8494084 ,  -2.55097665])"
3942,182821,"array([-10.8461929 ,  -2.55166832])"
3943,761292,"array([-10.84615677,  -2.5310576 ])"
3944,22982,"array([-10.84648352,  -2.53681418])"
3945,1104826,"array([-10.79737697,  -2.56106431])"
3946,69270,"array([-10.83828306,  -2.52819264])"
3947,6608,"array([-10.87690239,  -2.51612935])"
3948,851707,"array([-10.90579905,  -2.53669666])"
3949,1102465,"array([-10.80668058,  -2.52884443])"
3950,361184,"array([-10.8017601,  -2.529718 ])"
3951,1126952,"array([-10.81772265,  -2.52912479])"
3952,545928,"array([-10.81457672,  -2.52945789])"
3953,1139780,"array([-10.82385744,  -2.56071811])"
3954,446976,"array([-10.88255797,  -2.55945947])"
3955,348662,"array([-10.8643958 ,  -2.49019427])"
3956,24920,"array([-10.8629335 ,  -2.49642371])"
3957,1154725,"array([-10.82161321,  -2.55525846])"
3958,53255,"array([-10.8573425 ,  -2.54103852])"
3959,10885,"array([-10.85454427,  -2.53949454])"
3960,1152683,"array([-10.84726734,  -2.55839211])"
3961,75694,"array([-10.86732468,  -2.52961024])"
3962,98383,"array([-10.86812706,  -2.53126885])"
3963,239358,"array([-10.85481283,  -2.49233439])"
3964,38317,"array([-10.82458566,  -2.5517989 ])"
3965,118303,"array([-10.84094242,  -2.56209752])"
3966,1128475,"array([-10.85545563,  -2.53632512])"
3967,792771,"array([-10.86083353,  -2.53107187])"
3968,1932,"array([-10.85455868,  -2.51681768])"
3969,18967,"array([-10.81904764,  -2.49660524])"
3970,74506,"array([-10.79274209,  -2.54183943])"
3971,5828,"array([-10.79577503,  -2.54091057])"
3972,1112450,"array([-10.80361315,  -2.55535399])"
3973,30857,"array([-10.84968729,  -2.52777202])"
3974,697273,"array([-10.83228114,  -2.56143396])"
3975,53468,"array([-10.82245096,  -2.56099516])"
3976,585568,"array([-10.82202368,  -2.53884739])"
3977,150356,"array([-10.81792627,  -2.54782962])"
3978,1139615,"array([-10.82131643,  -2.53450515])"
3979,17840,"array([-10.82699641,  -2.53530493])"
3980,1120281,"array([-10.86938764,  -2.51122515])"
3981,3097,"array([-10.8696027 ,  -2.50855909])"
3982,75846,"array([-10.80831745,  -2.5107428 ])"
3983,75843,"array([-10.81234551,  -2.50809228])"
3984,1129467,"array([-10.80100875,  -2.51197006])"
3985,101233,"array([-10.7994272,  -2.5119067])"
3986,711321,"array([-10.83968434,  -2.52742172])"
3987,711337,"array([-10.84581169,  -2.53488465])"
3988,1138005,"array([-10.8315462 ,  -2.51445284])"
3989,656544,"array([-10.83480668,  -2.54773146])"
3990,13820,"array([-10.83324273,  -2.54115591])"
3991,390896,"array([-10.87748404,  -2.54145137])"
3992,291612,"array([-10.81669284,  -2.54830339])"
3993,188394,"array([-10.82767032,  -2.56311712])"
3994,45603,"array([-10.87051087,  -2.52583929])"
3995,1108834,"array([-10.88161092,  -2.54821228])"
3996,1106985,"array([-10.89590439,  -2.55898819])"
3997,99025,"array([-10.89280243,  -2.55928266])"
3998,1129243,"array([-10.86408111,  -2.53921914])"
3999,44578,"array([-10.86725876,  -2.53556279])"
4000,1154740,"array([-10.90905816,  -2.54061917])"
4001,849825,"array([-10.91387081,  -2.53908949])"
4002,1152910,"array([-10.88175919,  -2.53837767])"
4003,28491,"array([-10.87059406,  -2.53496937])"
4004,138064,"array([-10.86698555,  -2.50264766])"
4005,101907,"array([-10.87246322,  -2.50640091])"
4006,3991,"array([-10.81551168,  -2.55737615])"
4007,126176,"array([-10.81480049,  -2.53307766])"
4008,3162,"array([-10.82422629,  -2.55330543])"
4009,71544,"array([-10.82201866,  -2.55025871])"
4010,57732,"array([-10.81898684,  -2.55613858])"
4011,592830,"array([-10.88830564,  -2.52999581])"
4012,14540,"array([-10.88408877,  -2.53580346])"
4013,130,"array([-10.86943731,  -2.53208837])"
4014,1154810,"array([-10.81726602,  -2.56741241])"
4015,536958,"array([-10.8464698 ,  -2.55080058])"
4016,1154012,"array([-10.86809229,  -2.50840717])"
4017,626574,"array([-10.87419761,  -2.49710302])"
4018,252456,"array([-10.81530685,  -2.55390274])"
4019,27636,"array([-10.83189396,  -2.55683596])"
4020,1140829,"array([-10.82456578,  -2.54459445])"
4021,25469,"array([-10.81908266,  -2.54576411])"
4022,1106330,"array([-10.88009243,  -2.52980929])"
4023,5810,"array([-10.79772525,  -2.54198141])"
4024,5943,"array([-10.79844791,  -2.54132027])"
4025,34266,"array([-10.90173762,  -2.5219955 ])"
4026,74427,"array([-10.8951722 ,  -2.52601002])"
4027,1140871,"array([-10.80313389,  -2.57975149])"
4028,864997,"array([-10.80588397,  -2.57704598])"
4029,4580,"array([-10.83949897,  -2.53445777])"
4030,61240,"array([-10.83034391,  -2.56727443])"
4031,37272,"array([-10.83981172,  -2.53282517])"
4032,688131,"array([-10.80851865,  -2.55533438])"
4033,134475,"array([-10.81284362,  -2.55839771])"
4034,65147,"array([-10.8671709 ,  -2.51666025])"
4035,37483,"array([-10.86809666,  -2.51824938])"
4036,619294,"array([-10.8139755 ,  -2.50674203])"
4037,1126854,"array([-10.86787578,  -2.53431307])"
4038,63013,"array([-10.85942008,  -2.5377604 ])"
4039,528782,"array([-10.82036882,  -2.56418962])"
4040,225391,"array([-10.82595856,  -2.55418273])"
4041,46583,"array([-10.82217225,  -2.57130958])"
4042,712139,"array([-10.80974309,  -2.49767387])"
4043,108856,"array([-10.81206541,  -2.50368371])"
4044,1139119,"array([-10.81561849,  -2.51656963])"
4045,123842,"array([-10.81529042,  -2.52026294])"
4046,1119492,"array([-10.84554479,  -2.50523269])"
4047,30996,"array([-10.84182771,  -2.50549827])"
4048,34774,"array([-10.84399225,  -2.54366851])"
4049,611909,"array([-10.78892313,  -2.55214299])"
4050,612304,"array([-10.78219796,  -2.5525206 ])"
4051,922833,"array([-10.81289621,  -2.58462557])"
4052,88412,"array([-10.81481033,  -2.58007619])"
4053,158172,"array([-10.8720119 ,  -2.53787285])"
4054,106601,"array([-10.8530084 ,  -2.52882984])"
4055,1106906,"array([-10.83906025,  -2.57214916])"
4056,97582,"array([-10.83433077,  -2.56710517])"
4057,1152073,"array([-10.89160695,  -2.56489286])"
4058,405,"array([-10.8877346 ,  -2.56518531])"
4059,5158,"array([-10.80605673,  -2.54899808])"
4060,210309,"array([-10.87916909,  -2.5286824 ])"
4061,59711,"array([-10.87405755,  -2.55460119])"
4062,38805,"array([-10.87312093,  -2.55597005])"
4063,591017,"array([-10.88485812,  -2.52157201])"
4064,1114706,"array([-10.85446367,  -2.5099644 ])"
4065,506,"array([-10.85577576,  -2.51960668])"
4066,1902,"array([-10.83634502,  -2.5196327 ])"
4067,126894,"array([-10.83710882,  -2.51710425])"
4068,1153741,"array([-10.80591533,  -2.55350738])"
4069,9145,"array([-10.80107618,  -2.55091987])"
4070,594922,"array([-10.86802728,  -2.52804394])"
4071,576362,"array([-10.87022925,  -2.52710965])"
4072,6217,"array([-10.87417814,  -2.53539154])"
4073,7423,"array([-10.86048485,  -2.52647527])"
4074,732227,"array([-10.81231002,  -2.54768328])"
4075,467818,"array([-10.79944088,  -2.54766182])"
4076,211432,"array([-10.86560324,  -2.5345848 ])"
4077,61218,"array([-10.81773898,  -2.5405934 ])"
4078,1111780,"array([-10.8917893 ,  -2.54962874])"
4079,4335,"array([-10.88256979,  -2.54603837])"
4080,169813,"array([-10.83452624,  -2.55177409])"
4081,1153590,"array([-10.82224793,  -2.55586497])"
4082,37518,"array([-10.81752293,  -2.55286655])"
4083,123054,"array([-10.88118158,  -2.53146591])"
4084,133566,"array([-10.88357182,  -2.54737149])"
4085,133563,"array([-10.8768949 ,  -2.54142491])"
4086,85487,"array([-10.83118761,  -2.50657209])"
4087,8559,"array([-10.83282787,  -2.51661014])"
4088,674945,"array([-10.81465591,  -2.56714875])"
4089,1138160,"array([-10.81812951,  -2.52137417])"
4090,42047,"array([-10.82658768,  -2.49478384])"
4091,37456,"array([-10.82564813,  -2.48575225])"
4092,23159,"array([-10.81237117,  -2.52273438])"
4093,26320,"array([-10.81511664,  -2.53208582])"
4094,1132214,"array([-10.82463423,  -2.51234628])"
4095,58613,"array([-10.83864254,  -2.50482698])"
4096,773926,"array([-10.83352155,  -2.57774686])"
4097,1153629,"array([-10.8064029 ,  -2.51907855])"
4098,635,"array([-10.81342224,  -2.52474333])"
4099,1144472,"array([-10.81980051,  -2.56647806])"
4100,330694,"array([-10.82436917,  -2.55723259])"
4101,6686,"array([-10.78837432,  -2.53393279])"
4102,165005,"array([-10.78154938,  -2.5363113 ])"
4103,5086,"array([-10.88900638,  -2.53555323])"
4104,6818,"array([-10.87933189,  -2.53880536])"
4105,25413,"array([-10.79688315,  -2.55400213])"
4106,24492,"array([-10.78777129,  -2.5551863 ])"
4107,1125710,"array([-10.83253231,  -2.51087594])"
4108,11925,"array([-10.83417973,  -2.51956486])"
4109,387148,"array([-10.81765066,  -2.56413448])"
4110,24872,"array([-10.82527655,  -2.56205626])"
4111,32733,"array([-10.84038538,  -2.52099782])"
4112,31140,"array([-10.83967127,  -2.51931859])"
4113,1105033,"array([-10.86482416,  -2.5267595 ])"
4114,479145,"array([-10.83648757,  -2.54523202])"
4115,1111044,"array([-10.87410259,  -2.5260963 ])"
4116,189774,"array([-10.87978239,  -2.51497751])"
4117,3148,"array([-10.82743458,  -2.54904244])"
4118,1110579,"array([-10.87138865,  -2.50071788])"
4119,1135166,"array([-10.83874446,  -2.52973414])"
4120,463607,"array([-10.8387962 ,  -2.53427103])"
4121,1152258,"array([-10.83407128,  -2.52017448])"
4122,9238,"array([-10.83468788,  -2.52772287])"
4123,1153545,"array([-10.8438157 ,  -2.49889879])"
4124,526,"array([-10.84165698,  -2.50377522])"
4125,1152824,"array([-10.82459258,  -2.55118235])"
4126,1153562,"array([-10.81281272,  -2.53612304])"
4127,152340,"array([-10.81520537,  -2.53395221])"
4128,1128458,"array([-10.8472297 ,  -2.55651251])"
4129,666871,"array([-10.8477824 ,  -2.55096402])"
4130,234725,"array([-10.85181168,  -2.55840712])"
4131,494562,"array([-10.80223973,  -2.52563765])"
4132,128465,"array([-10.81704718,  -2.54445254])"
4133,2510,"array([-10.82199549,  -2.54414324])"
4134,1128402,"array([-10.89430648,  -2.49642981])"
4135,525999,"array([-10.88839175,  -2.50089515])"
4136,827219,"array([-10.80604712,  -2.53063764])"
4137,827393,"array([-10.81154331,  -2.53080288])"
4138,11653,"array([-10.79818202,  -2.54173621])"
4139,76364,"array([-10.83284121,  -2.5602942 ])"
4140,1257,"array([-10.85260397,  -2.5241798 ])"
4141,1112405,"array([-10.79469313,  -2.53942725])"
4142,62474,"array([-10.80344238,  -2.53248582])"
4143,1106597,"array([-10.85725179,  -2.53045965])"
4144,51615,"array([-10.85957133,  -2.52856082])"
4145,295428,"array([-10.81429142,  -2.55473623])"
4146,57441,"array([-10.8184126,  -2.5510848])"
4147,747716,"array([-10.85015407,  -2.50667493])"
4148,306994,"array([-10.85646564,  -2.50362595])"
4149,9350,"array([-10.84322004,  -2.53191406])"
4150,1110539,"array([-10.87939377,  -2.60818977])"
4151,1113848,"array([-10.79747877,  -2.54563777])"
4152,1113771,"array([-10.87356033,  -2.53069104])"
4153,3232,"array([-10.87277456,  -2.53111145])"
4154,90044,"array([-10.81721157,  -2.5499261 ])"
4155,195361,"array([-10.87546581,  -2.53686644])"
4156,12147,"array([-10.81643595,  -2.55114102])"
4157,8715,"array([-10.81635552,  -2.54253448])"
4158,1153465,"array([-10.84741593,  -2.56541773])"
4159,279033,"array([-10.83397812,  -2.55975667])"
4160,122405,"array([-10.85991797,  -2.56180954])"
4161,21278,"array([-10.86001754,  -2.55968138])"
4162,1153133,"array([-10.85942442,  -2.49715421])"
4163,12486,"array([-10.81969343,  -2.56236307])"
4164,56614,"array([-10.8056952 ,  -2.53412106])"
4165,78926,"array([-10.82361699,  -2.52510554])"
4166,145580,"array([-10.8043078 ,  -2.53566864])"
4167,126479,"array([-10.85442191,  -2.52715212])"
4168,86016,"array([-10.85432457,  -2.53127739])"
4169,265865,"array([-10.78845549,  -2.51054969])"
4170,151823,"array([-10.79324701,  -2.51163831])"
4171,1102762,"array([-10.82250869,  -2.5545738 ])"
4172,5957,"array([-10.80326589,  -2.55253376])"
4173,1116215,"array([-10.86763337,  -2.53690408])"
4174,16020,"array([-10.86222097,  -2.54203576])"
4175,1119953,"array([-10.86796618,  -2.53382033])"
4176,1125392,"array([-10.87233525,  -2.53476252])"
4177,45036,"array([-10.86875415,  -2.53570903])"
4178,134154,"array([-10.83668545,  -2.52721949])"
4179,5575,"array([-10.80854974,  -2.55363722])"
4180,60299,"array([-10.81203142,  -2.55121284])"
4181,6474,"array([-10.80683223,  -2.56313217])"
4182,201847,"array([-10.82581595,  -2.54668133])"
4183,33954,"array([-10.8242542 ,  -2.56382638])"
4184,10105,"array([-10.80954976,  -2.5591568 ])"
4185,150763,"array([-10.8164922 ,  -2.54400472])"
4186,37090,"array([-10.82219065,  -2.54518723])"
4187,107297,"array([-10.84205974,  -2.53550892])"
4188,133382,"array([-10.85498696,  -2.53051111])"
4189,24033,"array([-10.86270484,  -2.53550491])"
4190,852413,"array([-10.83060679,  -2.59344564])"
4191,852504,"array([-10.83099061,  -2.58203942])"
4192,84021,"array([-10.87067355,  -2.51809802])"
4193,21796,"array([-10.83425737,  -2.5447257 ])"
4194,9616,"array([-10.83909204,  -2.54739488])"
4195,107070,"array([-10.79491709,  -2.54025978])"
4196,1105520,"array([-10.80407995,  -2.54783168])"
4197,66695,"array([-10.80849626,  -2.54494208])"
4198,1127844,"array([-10.87341994,  -2.53109956])"
4199,3220,"array([-10.87301171,  -2.53080001])"
4200,1128545,"array([-10.81953312,  -2.54206897])"
4201,63332,"array([-10.85447885,  -2.51111152])"
4202,35016,"array([-10.85523755,  -2.51058736])"
4203,1125502,"array([-10.83027172,  -2.54295109])"
4204,10132,"array([-10.82413169,  -2.54732246])"
4205,15467,"array([-10.84211421,  -2.51207238])"
4206,1117766,"array([-10.83712293,  -2.50793325])"
4207,85815,"array([-10.79259855,  -2.52837384])"
4208,1152520,"array([-10.81757452,  -2.56120882])"
4209,169024,"array([-10.80855772,  -2.5494521 ])"
4210,110942,"array([-10.82156397,  -2.57310989])"
4211,9284,"array([-10.87356345,  -2.55507333])"
4212,1119831,"array([-10.85583564,  -2.55425247])"
4213,36030,"array([-10.86853047,  -2.5600212 ])"
4214,145741,"array([-10.82642588,  -2.56392471])"
4215,792297,"array([-10.82988075,  -2.57402213])"
4216,22564,"array([-10.87749299,  -2.52580218])"
4217,122083,"array([-10.81889475,  -2.55793694])"
4218,43165,"array([-10.8739784 ,  -2.52372763])"
4219,874800,"array([-10.81086972,  -2.53674083])"
4220,1153062,"array([-10.82421208,  -2.54541272])"
4221,109759,"array([-10.81919569,  -2.54941024])"
4222,1130721,"array([-10.86982294,  -2.59119029])"
4223,1120859,"array([-10.85429678,  -2.5236505 ])"
4224,333241,"array([-10.85559286,  -2.48955778])"
4225,46410,"array([-10.84990986,  -2.49905118])"
4226,353416,"array([-10.79611897,  -2.5516286 ])"
4227,59958,"array([-10.82401529,  -2.54839222])"
4228,58689,"array([-10.87924054,  -2.51416284])"
4229,316234,"array([-10.87678363,  -2.50252264])"
4230,19485,"array([-10.87084419,  -2.49825444])"
4231,178689,"array([-10.81512491,  -2.55702653])"
4232,17829,"array([-10.81831418,  -2.55678565])"
4233,10770,"array([-10.83204986,  -2.51412688])"
4234,37049,"array([-10.83152231,  -2.522174  ])"
4235,32276,"array([-10.88168226,  -2.55098321])"
4236,1112249,"array([-10.8649011 ,  -2.54714354])"
4237,40772,"array([-10.8250348 ,  -2.53418747])"
4238,8391,"array([-10.82525273,  -2.53359332])"
4239,1154100,"array([-10.83735594,  -2.54601363])"
4240,18804,"array([-10.83870222,  -2.54338931])"
4241,3243,"array([-10.86728115,  -2.53814789])"
4242,82098,"array([-10.86986614,  -2.53188977])"
4243,784192,"array([-10.82302409,  -2.54477207])"
4244,169602,"array([-10.82873014,  -2.53798323])"
4245,20100,"array([-10.82732538,  -2.54045905])"
4246,20091,"array([-10.83278642,  -2.53880955])"
4247,23621,"array([-10.83830466,  -2.58370801])"
4248,23624,"array([-10.84451829,  -2.58802926])"
4249,416004,"array([-10.81188644,  -2.55497839])"
4250,6852,"array([-10.85275114,  -2.52992081])"
4251,293154,"array([-10.80157658,  -2.55465918])"
4252,453530,"array([-10.80066165,  -2.55682434])"
4253,299482,"array([-10.82050734,  -2.52918209])"
4254,24529,"array([-10.86018142,  -2.52247193])"
4255,1107462,"array([-10.80726263,  -2.55108615])"
4256,9193,"array([-10.80794171,  -2.5508399 ])"
4257,1112261,"array([-10.81855925,  -2.49302159])"
